,created_at,id,text,text_nsw
11,2021-11-26 20:46:28+00:00,1464334764559659009,"a data leak caused people to be able to see someone else's vaccination record!

code to meet canada's vaccine passp… https://t.co/ipbrhou0w7", data leak caused people able see someone else' vaccination record! code meet canada' vaccine passp… https://.co/ipbrhou0w7
12,2021-11-26 20:46:28+00:00,1464334764878536705,#familymeeting #qualifications loading #super proud #uba #2021 #covid-19 https://t.co/fnq4ovznh2,#familymeeting #qualifications loading #super proud #uba #2021 #covid-19 https://.co/fnq4ovznh2
13,2021-11-26 20:46:31+00:00,1464334778602299395,"mike yeadon ex pfizer warns not to take the vaccine
https://t.co/vepd01sjxb",mike yeadon ex pfizer warns take vaccine https://.co/vepd01sjxb
14,2021-11-26 20:46:32+00:00,1464334779273428999,thinking of better times when covid didn’t exist and clam-o-naise did! @hellmanns 🙏🏻 bring it back!… https://t.co/qd7x9ec7wh,thinking better times covid ’ exist clam--naise ! @hellmanns 🙏🏻 bring back!… https://.co/qd7x9ec7wh
15,2021-11-26 20:46:32+00:00,1464334780145745935,new covid bout to drop ? .:. fuxk man .:. https://t.co/ghq6lun0lu,new covid bout drop ? .:. fuxk man .:. https://.co/ghq6lun0lu
16,2021-11-26 20:46:32+00:00,1464334780737064960,"@dvox97927516 ""here comes covid klaus here comes covid klaus right down covid klaus lane!"" https://t.co/pinsbnrtnq","@dvox97927516 "" comes covid klaus comes covid klaus right covid klaus lane!"" https://.co/pinsbnrtnq"
17,2021-11-26 20:46:32+00:00,1464334782209404928,@chriss144 @thesebconrad @matthewstadlen no it makes you more likely to catch covid,@chriss144 @thesebconrad @matthewstadlen makes likely catch covid
18,2021-11-26 20:46:32+00:00,1464334783010553864,yea.i see what he did there. this is all about getting pfizer richer with a new set of unvaccinated folks.. our kids,yea. see . getting pfizer richer new set unvaccinated folks.. kids
19,2021-11-26 20:46:33+00:00,1464334785845755906,"2020: trump bans flights from china, trying to stop covid from reaching usa... democrats scream ""racism!""...
2021:… https://t.co/cxfnwq4jos","2020: trump bans flights china, trying stop covid reaching usa... democrats scream ""racism!""... 2021:… https://.co/cxfnwq4jos"
20,2021-11-26 20:46:33+00:00,1464334786328211462,@king_of_bob the vaccination rate of south africa is not due to lack of vaccine or lack of the ability to produce v… https://t.co/hpjoory5oj,@king_of_bob vaccination rate south africa due lack vaccine lack ability produce v… https://.co/hpjoory5oj
21,2021-11-26 20:46:34+00:00,1464334790702690307,"➡️ i'm also concerned that this could be the escape variant some people have speculated about.

with vaccination ra… https://t.co/9qmgf3qzor",➡️ ' also concerned could escape variant people speculated . vaccination ra… https://.co/9qmgf3qzor
22,2021-11-26 20:46:36+00:00,1464334796155330562,@mcjarret sponsored by pfizer!,@mcjarret sponsored pfizer!
23,2021-11-26 20:46:36+00:00,1464334799317909506,@5thgenflajane @potus @who now what good will this travel ban do when the southern border is wide open with no vaccination restrictions???,@5thgenflajane @potus @ good travel ban southern border wide open vaccination restrictions???
24,2021-11-26 20:46:37+00:00,1464334800223752198,@weschenbach @jackposobiec when i took the first moderna shot that night i was screaming in the abdominal pain and… https://t.co/ssprltpj1a,@weschenbach @jackposobiec took first moderna shot night screaming abdominal pain … https://.co/ssprltpj1a
25,2021-11-26 20:46:37+00:00,1464334800874053634,"a south african returns from hong kong with the new covid variant and the world implements a travel ban for sa. 

m… https://t.co/fticdb2eqt", south african returns hong kong new covid variant world implements travel ban sa. … https://.co/fticdb2eqt
26,2021-11-26 20:46:37+00:00,1464334801104781319,turning a big dial that says covid restrictions on it and looking back at the province like the price is right,turning big dial says covid restrictions looking back province like price right
27,2021-11-26 20:46:37+00:00,1464334803709345792,yet no one is doing their own research when pfizer released a blood pressure pill for boners #viagra 😯,yet one research pfizer released blood pressure pill boners #viagra 😯
28,2021-11-26 20:46:38+00:00,1464334805282304009,@statboy_steven i’m telling your country you have covid (god forbid) and you’re not allowed back.,@statboy_steven ’ telling country covid (god forbid) ’ allowed back.
29,2021-11-26 20:46:38+00:00,1464334808130064388,@marketrebels so are other companies that are making covid 19 vaccines and boosters as well are testing stronger more powerful vaccines,@marketrebels companies making covid 19 vaccines boosters well testing stronger powerful vaccines
30,2021-11-26 20:46:40+00:00,1464334815671554053,"@craig_c83 @skynews still have a much higher chance of dying from covid than from the vaccine, you must realise this?","@craig_c83 @skynews still much higher chance dying covid vaccine, must realise ?"
31,2021-11-26 20:46:41+00:00,1464334817697284102,"this is really not how vaccination works buddy.

vaccination has actively hindered mutation (it's kinda the whole p… https://t.co/b3rq7yvmuu", really vaccination works buddy. vaccination actively hindered mutation (' kinda whole p… https://.co/b3rq7yvmuu
32,2021-11-26 20:46:41+00:00,1464334817890385920,@churchladysays @rwmalonemd mostly pfizer and j&amp;j.,@churchladysays @rwmalonemd mostly pfizer j&amp;j.
0,2021-11-26 21:28:49+00:00,1464345422743416835,@fsysling @lascno i read vaccination. 🙃,@fsysling @lascno read vaccination. 🙃
1,2021-11-26 21:28:51+00:00,1464345429059981312,i’m so sick and tired of covid cus wth is going on,’ sick tired covid cus wth going 
2,2021-11-26 21:28:51+00:00,1464345431920443397,haha haha #southpark post covid movie so fucking good 😆 🤣 😂,haha haha #southpark post covid movie fucking good 😆 🤣 😂
3,2021-11-26 21:28:52+00:00,1464345432616755211,@thestalwart the new covid variation seems to activate the health sector #mediclchain🚀🚀🚀,@thestalwart new covid variation seems activate health sector #mediclchain🚀🚀🚀
4,2021-11-26 21:28:52+00:00,1464345436655734784,mum-of-two died from blood clot 'likely' caused by astrazeneca vaccine. i waited for nmra vaccine myself. i believe… https://t.co/fiatsb76hj,mum--two died blood clot 'likely' caused astrazeneca vaccine. waited nmra vaccine . believe… https://.co/fiatsb76hj
5,2021-11-26 21:28:53+00:00,1464345437838712837,"#moderna says it's testing three existing covid-19 vaccine booster doses against the omicron variant,  and that it… https://t.co/ysbqfpluee","#moderna says ' testing three existing covid-19 vaccine booster doses omicron variant, … https://.co/ysbqfpluee"
6,2021-11-26 21:28:57+00:00,1464345454079102979,tested negative for covid y'all but my parents still won't touch me or let me get out of my room (win-win situation… https://t.co/y4l0fjjj8d,tested negative covid ' parents still ' touch let get room (win-win situation… https://.co/y4l0fjjj8d
7,2021-11-26 21:28:57+00:00,1464345454959812615,@peterboghossian in light of the new covid panic - can someone explain how this new dangerous variant was known abo… https://t.co/8ok149rybr,@peterboghossian light new covid panic - someone explain new dangerous variant known abo… https://.co/8ok149rybr
8,2021-11-26 21:28:57+00:00,1464345457690357764,@sunday_code @btc_archive the new covid variation seems to activate the health sector #mediclchain🚀🚀🚀,@sunday_code @btc_archive new covid variation seems activate health sector #mediclchain🚀🚀🚀
9,2021-11-26 21:28:58+00:00,1464345457841295363,"imagined the news.... the present covid vaccine does not protect against thenew omicron variant

can you imagine th… https://t.co/bep9imoomu",imagined news.... present covid vaccine protect thenew omicron variant imagine th… https://.co/bep9imoomu
10,2021-11-26 21:28:58+00:00,1464345459032346627,is a new covid variant just gonna drop every fucking year until we die???, new covid variant gonna drop every fucking year die???
11,2021-11-26 21:28:59+00:00,1464345463986049042,"so my antidote to the late late toy show which will no doubt include covid propaganda, cutesy kids 🤢 and ryan turbi… https://t.co/fqj6besdkk"," antidote late late toy show doubt include covid propaganda, cutesy kids 🤢 ryan turbi… https://.co/fqj6besdkk"
12,2021-11-26 21:28:59+00:00,1464345465105928197,"@iggipop01 @thewcs and covid shots!! for the love of god, the bears need covid shots nooooooooow xd","@iggipop01 @thewcs covid shots!! love god, bears need covid shots nooooooooow xd"
13,2021-11-26 21:29:01+00:00,1464345470851969025,@styler @covid19nz thanks for letting me know that. i have emailed the organisation and filed a report with the covid police @nzpolice,@styler @covid19nz thanks letting know . emailed organisation filed report covid police @nzpolice
14,2021-11-26 21:29:01+00:00,1464345473339166720,"i sure hope he answers as he stands there maskless, preaching about covid."," sure hope answers stands maskless, preaching covid."
15,2021-11-26 21:29:06+00:00,1464345491567779841,@thisisbullish @btc_archive the new covid variation seems to activate the health sector #mediclchain🚀🚀🚀,@thisisbullish @btc_archive new covid variation seems activate health sector #mediclchain🚀🚀🚀
16,2021-11-26 21:29:06+00:00,1464345493321007106,@npr all americans (k-12) and higher education have vaccination requirements. why is this one so political and contentious?,@npr americans (k-12) higher education vaccination requirements. one political contentious?
17,2021-11-26 21:29:08+00:00,1464345501655080960,"@supportive_of @chipfranklin and medical poa. because if they won’t vax, surely they don’t want the medical treatment for covid…..right?!","@supportive_of @chipfranklin medical poa. ’ vax, surely ’ want medical treatment covid…..right?!"
18,2021-11-26 21:29:08+00:00,1464345503567597573,@princessms23 thanks 💕 he gets tested for covid tomorrow😷 fingers crossed it's just a flu bug🤞,@princessms23 thanks 💕 gets tested covid tomorrow😷 fingers crossed ' flu bug🤞
19,2021-11-26 21:29:08+00:00,1464345503714316291,could it be the new covid variant omicron is breaking news right now cause the ghislaine maxwell trial starts this… https://t.co/igwj9lxrzr,could new covid variant omicron breaking news right cause ghislaine maxwell trial starts … https://.co/igwj9lxrzr
20,2021-11-26 21:29:09+00:00,1464345504033263622,"both probably had the full approval of the fda, just like pfizer's anti-smoking drug chantix and the j&amp;j baby powde… https://t.co/dp6pmj0wra"," probably full approval fda, like pfizer' anti-smoking drug chantix j&amp;j baby powde… https://.co/dp6pmj0wra"
21,2021-11-26 21:29:09+00:00,1464345504482054145,"covid does belong to china! if you, your love one or friends have  been personally infected and you’ve seen covid’s… https://t.co/jw5gmdepnq","covid belong china! , love one friends personally infected ’ seen covid’… https://.co/jw5gmdepnq"
22,2021-11-26 21:29:09+00:00,1464345505467715587,"global crash in stock markets due to fear of the new variant of covid

crude prices are also suffering, as tighter… https://t.co/klrfetqayr","global crash stock markets due fear new variant covid crude prices also suffering, tighter… https://.co/klrfetqayr"
23,2021-11-26 21:29:10+00:00,1464345511515856905,"south africa last week - ""wow, low #covid rates""

this week - ""let's smear them""","south africa last week - ""wow, low #covid rates"" week - ""let' smear """
24,2021-11-26 21:29:10+00:00,1464345512019124228,@pfizer @moderna_tx @astrazeneca @novavax how can you make promises over vaccine for omicron when you have no clue about its mutations yet?,@pfizer @moderna_tx @astrazeneca @novavax make promises vaccine omicron clue mutations yet?
25,2021-11-26 21:29:12+00:00,1464345517912113153,@beautybay 💸💸💸💸💸 im hoping for luck today!!! i’ve had covid at the worst time and unable to work so some extra help… https://t.co/pje43wwtff,@beautybay 💸💸💸💸💸 im hoping luck today!!! ’ covid worst time unable work extra help… https://.co/pje43wwtff
26,2021-11-26 21:29:14+00:00,1464345526430806016,@timrunshismouth bill “would have” moderna.,@timrunshismouth bill “would ” moderna.
27,2021-11-26 21:29:14+00:00,1464345527340908551,"@seersword had 3 pfizer shots so far. mostly just sore arm with all three, but the third one did give me some moderate body aches.","@seersword 3 pfizer shots far. mostly sore arm three, third one give moderate body aches."
28,2021-11-26 21:29:14+00:00,1464345527894650894,@professortrk the new covid variation seems to activate the health sector #mediclchain🚀🚀🚀,@professortrk new covid variation seems activate health sector #mediclchain🚀🚀🚀
29,2021-11-26 21:29:16+00:00,1464345533305303045,@jansly @birgitomo @fordnation #5? where was wave 4 covid minion https://t.co/knsavixldf,@jansly @birgitomo @fordnation #5? wave 4 covid minion https://.co/knsavixldf
30,2021-11-26 21:29:17+00:00,1464345538057416706,"$mrna/#mrna ""moderna testing existing and new variant-specific vaccine candidates for omicron"" https://t.co/4cqad4jhqu @theflynews","$mrna/#mrna ""moderna testing existing new variant-specific vaccine candidates omicron"" https://.co/4cqad4jhqu @theflynews"
31,2021-11-26 21:29:18+00:00,1464345542905978881,@cernovich wait….donald trump was the one who downplayed covid in the spring of 2020 - you know when it could have… https://t.co/0ezz3dhqbq,@cernovich wait….donald trump one downplayed covid spring 2020 - know could … https://.co/0ezz3dhqbq
32,2021-11-26 21:29:18+00:00,1464345543782682628,@damnubritney @jpjwdeaw @moderna_tx @moderna but how? that’s the complex bit.,@damnubritney @jpjwdeaw @moderna_tx @moderna ? ’ complex bit.
0,2021-11-26 22:58:29+00:00,1464367988753141762,"i sure hope the african variants aren't already spreading out of new york right now, like covid 19 did..."," sure hope african variants ' already spreading new york right , like covid 19 ..."
1,2021-11-26 22:58:29+00:00,1464367989147545600,@jaedensm @frosty_ssbu your birthday present is covid,@jaedensm @frosty_ssbu birthday present covid
2,2021-11-26 22:58:30+00:00,1464367993362649090,@pdubdev immigrating is different to stopping new variant of covid.,@pdubdev immigrating different stopping new variant covid.
3,2021-11-26 22:58:31+00:00,1464367994868535305,@jd61205 @mredpilld why isn’t pfizer on that??,@jd61205 @mredpilld ’ pfizer ??
4,2021-11-26 22:58:33+00:00,1464368002288263170,exactly what i said earlier.  also just so happens to be that they've approved a covid treatment just before announ… https://t.co/nkxzwmdzdp,exactly said earlier. also happens ' approved covid treatment announ… https://.co/nkxzwmdzdp
5,2021-11-26 22:58:33+00:00,1464368003454316550,@eddie_brady_87 @m4ttmc87 no think i done that you little obsessed pfizer bishes 🤣🤣 let me guess doesn’t actually k… https://t.co/7nsjlsvuox,@eddie_brady_87 @m4ttmc87 think done little obsessed pfizer bishes 🤣🤣 let guess ’ actually k… https://.co/7nsjlsvuox
6,2021-11-26 22:58:34+00:00,1464368008319541250,#insiders as remote viewer my meditation the #b11529 covid strain will breach into australia via qantas flight with… https://t.co/e1joynv6y6,#insiders remote viewer meditation #b11529 covid strain breach australia via qantas flight … https://.co/e1joynv6y6
7,2021-11-26 22:58:34+00:00,1464368009686966275,this vaccine is kicking my ass but i’d rather be ill for a short time than die of covid, vaccine kicking ass ’ rather ill short time die covid
8,2021-11-26 22:58:35+00:00,1464368011100528647,moderna says it will develop booster shot for new covid strain https://t.co/5jup5kldfv,moderna says develop booster shot new covid strain https://.co/5jup5kldfv
9,2021-11-26 22:58:35+00:00,1464368012119580675,26 more cases of heart inflammation linked to pfizer jab https://t.co/wwksw8tffr,26 cases heart inflammation linked pfizer jab https://.co/wwksw8tffr
10,2021-11-26 22:58:36+00:00,1464368015080894466,@leftyinvests i'll take covid seriously when all immigration is shut down,@leftyinvests ' take covid seriously immigration shut 
11,2021-11-26 22:58:36+00:00,1464368016532119552,"covid-19 vaccinations for kids 5-11 begin monday in iqaluit, shortly after in other nunavut communities… https://t.co/jabbsypd9u","covid-19 vaccinations kids 5-11 begin monday iqaluit, shortly nunavut communities… https://.co/jabbsypd9u"
12,2021-11-26 22:58:37+00:00,1464368019736436737,"@offsidedh @dailyhivevan boo this guy! he went to the party in whistler, got covid and gave it to all the canucks. this guy sucks","@offsidedh @dailyhivevan boo guy! went party whistler, got covid gave canucks. guy sucks"
13,2021-11-26 22:58:39+00:00,1464368029060538369,@ricster71 @timrunshismouth @stansmith191170 i’ve had covid and plenty people have too my life isn’t in danger from… https://t.co/nopn5g71aq,@ricster71 @timrunshismouth @stansmith191170 ’ covid plenty people life ’ danger … https://.co/nopn5g71aq
14,2021-11-26 22:58:40+00:00,1464368034202718220,palestinian territories cases continued to be low with low full vaccination rate of about 28%.   in the extremely v… https://t.co/gv7ibuc3re,palestinian territories cases continued low low full vaccination rate 28%. extremely v… https://.co/gv7ibuc3re
15,2021-11-26 22:58:42+00:00,1464368041550966789,should i get a fifth dose of the covid 19 vaccine https://t.co/9td6mauecg, get fifth dose covid 19 vaccine https://.co/9td6mauecg
16,2021-11-26 22:58:43+00:00,1464368044067721219,"@om_eye_goodness i hear you. i believe that ""home"" is a moving target, between covid, climate catastrophes and righ… https://t.co/tsiulhdgmj","@om_eye_goodness hear . believe ""home"" moving target, covid, climate catastrophes righ… https://.co/tsiulhdgmj"
17,2021-11-26 22:58:43+00:00,1464368047066521600,i’m standing for my freedom and not getting the covid vaccine 💉 one day the mandate will be lifted. stand united !… https://t.co/zj2flk83vh,’ standing freedom getting covid vaccine 💉 one day mandate lifted. stand united !… https://.co/zj2flk83vh
18,2021-11-26 22:58:43+00:00,1464368048123613187,@newsforalluk good. we need covid to stop spreading,@newsforalluk good. need covid stop spreading
19,2021-11-26 22:58:44+00:00,1464368048249327619,“is covid still a thing? nah that shits gone” i hate lancaster people sm,“ covid still thing? nah shits gone” hate lancaster people sm
20,2021-11-26 22:58:44+00:00,1464368048794595331,"is biden now a racist?
omicron
#arficaban #covidvariant #omicronvariant https://t.co/oy9vauzgrl", biden racist? omicron #arficaban #covidvariant #omicronvariant https://.co/oy9vauzgrl
21,2021-11-26 22:58:45+00:00,1464368052447985669,@bbcwalesnews good on her ... more balls than most of the snowflake covid bedwetters,@bbcwalesnews good ... balls snowflake covid bedwetters
22,2021-11-26 22:58:46+00:00,1464368058303229957,theres a new covid variant wtff,theres new covid variant wtff
23,2021-11-26 22:58:46+00:00,1464368059662192647,93% vaccination rate in ireland and the rté player actually works now #justsayin #latelatetoyshow,93% vaccination rate ireland rté player actually works #justsayin #latelatetoyshow
24,2021-11-26 22:58:46+00:00,1464368060517736456,"i don’t often retweet promoted messages, but this looks really interesting. if it wasn’t the times of covid, i’d go… https://t.co/ntewjvo2w4"," ’ often retweet promoted messages, looks really interesting. ’ times covid, ’ go… https://.co/ntewjvo2w4"
25,2021-11-26 22:58:49+00:00,1464368071875911683,is the blame game sponsored by pfizer or az? @citizenjournos_, blame game sponsored pfizer az? @citizenjournos_
26,2021-11-26 22:58:49+00:00,1464368072911896579,"@antanddec when it’s not covid, but the damn weather that’s restricting🤦🏻‍♀️😂","@antanddec ’ covid, damn weather ’ restricting🤦🏻‍♀️😂"
27,2021-11-26 22:58:50+00:00,1464368076678479882,@thelastleg #dickoftheyear can we have a group nomination for anti vaxxers and covid deniers. each and every one is… https://t.co/pcspt9sxqu,@thelastleg #dickoftheyear group nomination anti vaxxers covid deniers. every one … https://.co/pcspt9sxqu
28,2021-11-26 22:58:51+00:00,1464368077924147207,"@stopnwo666 so weren't imagining an increase in these incidents...scientists spotted it too.

seems odd covid didn'… https://t.co/ogcosag6ik",@stopnwo666 ' imagining increase incidents...scientists spotted . seems odd covid '… https://.co/ogcosag6ik
29,2021-11-26 22:58:51+00:00,1464368080155512837,@drfakejillbide1 @michellenyc718 my fully vaxxed wife tested positive for covid-45 thanksgiving morning!  be safe and smart!,@drfakejillbide1 @michellenyc718 fully vaxxed wife tested positive covid-45 thanksgiving morning! safe smart!
30,2021-11-26 22:58:51+00:00,1464368081317343236,i’m getting moderna next time. i still think @pfizer is a weak vaccine compared to moderna.,’ getting moderna next time. still think @pfizer weak vaccine compared moderna.
31,2021-11-26 22:58:52+00:00,1464368083645218816,have a listen... eu parliamentary push back to the ol' covid narrative nonsense. canadian leaders (besides the ones… https://t.co/zvyvyp6nvs, listen... eu parliamentary push back ol' covid narrative nonsense. canadian leaders (besides ones… https://.co/zvyvyp6nvs
32,2021-11-26 22:58:52+00:00,1464368083846500362,@ldnlutonairport i will literally have a vaccination certificate but the only issue is that i can’t travel with it.… https://t.co/mbwcuz5coj,@ldnlutonairport literally vaccination certificate issue ’ travel .… https://.co/mbwcuz5coj
0,2021-11-26 23:25:17+00:00,1464374731512193027,@mailonline until anti-vaxxers get covid they won't understand. myself and my boyfriend have had covid this month i… https://t.co/pqfyqt097h,@mailonline anti-vaxxers get covid ' understand. boyfriend covid month … https://.co/pqfyqt097h
1,2021-11-26 23:25:17+00:00,1464374733562998789,@ztsamudzi does the vaccine even work on this supposedly terrifying new covid variant?,@ztsamudzi vaccine even work supposedly terrifying new covid variant?
2,2021-11-26 23:25:18+00:00,1464374734599036935,virginia reports first death of inflammatory syndrome associated with covid-19  https://t.co/arzzoyffmr,virginia reports first death inflammatory syndrome associated covid-19 https://.co/arzzoyffmr
3,2021-11-26 23:25:22+00:00,1464374754559807488,"@jennaellisesq you were the first documented case worldwide of getting infected with covid from a fart

deal with it",@jennaellisesq first documented case worldwide getting infected covid fart deal 
4,2021-11-26 23:25:24+00:00,1464374759622422531,@gerrossi88 @thefreds mass vaccination campaigns have *always* publicised and had people celebrating their vaccinat… https://t.co/j1sup6bug9,@gerrossi88 @thefreds mass vaccination campaigns *always* publicised people celebrating vaccinat… https://.co/j1sup6bug9
5,2021-11-26 23:25:25+00:00,1464374764290678785,"family member went for a covid test in quebec. took an appointment, got to the covid testing center for his appoint… https://t.co/0uqovvddmn","family member went covid test quebec. took appointment, got covid testing center appoint… https://.co/0uqovvddmn"
6,2021-11-26 23:25:26+00:00,1464374768312987650,"new strain of covid, yeah 2022 will be amazing","new strain covid, yeah 2022 amazing"
7,2021-11-26 23:25:30+00:00,1464374786121945088,"ya'll got concert tickets, i got covid. we are not the same","ya' got concert tickets, got covid. "
8,2021-11-26 23:25:31+00:00,1464374791536791559,i got my booster vaccination yesterday. so very thankful. ❤️, got booster vaccination yesterday. thankful. ❤️
9,2021-11-26 23:25:32+00:00,1464374795735379976,"@kitty_fisher_ @realdenisewelch no pfizer and moderna are the same ... mrna... explain it as if i'm a child.
let's… https://t.co/8ps0slhn7u",@kitty_fisher_ @realdenisewelch pfizer moderna ... mrna... explain ' child. let'… https://.co/8ps0slhn7u
10,2021-11-26 23:25:33+00:00,1464374797413105671,"@catturd2 same and i had covid , but used ivermectin , that shit works 👍","@catturd2 covid , used ivermectin , shit works 👍"
11,2021-11-26 23:25:33+00:00,1464374799757676551,this is why the conservatives should apologize for not supporting the federal govt covid policies., conservatives apologize supporting federal govt covid policies.
12,2021-11-26 23:25:35+00:00,1464374805927542792,"@usatrumpman1 excuse me but if a patient has diabetes, gets covid &amp; dies, didn't die of covid the covid virus exace… https://t.co/h0f5e9guj9","@usatrumpman1 excuse patient diabetes, gets covid &amp; dies, ' die covid covid virus exace… https://.co/h0f5e9guj9"
13,2021-11-26 23:25:37+00:00,1464374814718713860,@cernovich “strange” “different” “not the flu” are common anecdotes for covid amongst people i’ve encountered that… https://t.co/borkaxdvsv,@cernovich “strange” “different” “ flu” common anecdotes covid amongst people ’ encountered … https://.co/borkaxdvsv
14,2021-11-26 23:25:38+00:00,1464374820536266757,"@willsharp222 @marc_arns10 @bbcnews spot on, but the insane antivax , anti lockdown , covid denying muppets will never understand that","@willsharp222 @marc_arns10 @bbcnews spot , insane antivax , anti lockdown , covid denying muppets never understand "
15,2021-11-26 23:25:41+00:00,1464374831558787074,"pfizer has computer simulations algo s that can create a defense in 48hours.  let the mutants rain, we got a nueter agent against it.  $pfe","pfizer computer simulations algo create defense 48hours. let mutants rain, got nueter agent . $pfe"
16,2021-11-26 23:25:42+00:00,1464374837124734985,"sigh. i wish the economist would stop making predictions about things like brexit, bitcoin &amp; covid https://t.co/ondpa1cep3","sigh. wish economist would stop making predictions things like brexit, bitcoin &amp; covid https://.co/ondpa1cep3"
17,2021-11-26 23:25:43+00:00,1464374840861855745,@timcast where is the evidence that covid and the variants were released by accident?,@timcast evidence covid variants released accident?
18,2021-11-26 23:25:46+00:00,1464374852148674561,@alenekrasov good thing to do especially with all the misleading covid analysis &amp; graphs 🤌🏼 but bermuda has #christmas !!! ⛄️🎄,@alenekrasov good thing especially misleading covid analysis &amp; graphs 🤌🏼 bermuda #christmas !!! ⛄️🎄
19,2021-11-26 23:25:47+00:00,1464374858762969090,"lack of pocs, proof of vaccination badges worn above their hearts, or foresight to make sure nobody records videos… https://t.co/m4ektgzgim","lack pocs, proof vaccination badges worn hearts, foresight make sure nobody records videos… https://.co/m4ektgzgim"
20,2021-11-26 23:25:47+00:00,1464374859102834688,@pbhushan1 #moderna &amp; #niaid sent their #mrna coronavirus 💉 candidates to #baric at the #unc at #chapelhill in mid-… https://t.co/2uyerd5rn3,@pbhushan1 #moderna &amp; #niaid sent #mrna coronavirus 💉 candidates #baric #unc #chapelhill mid-… https://.co/2uyerd5rn3
21,2021-11-26 23:25:47+00:00,1464374859362881537,"@brendanjharkin remarkably, i've never had it either! despite working on a covid ward and travelling a fair bit. i'… https://t.co/bhdbxdvafv","@brendanjharkin remarkably, ' never either! despite working covid ward travelling fair bit. '… https://.co/bhdbxdvafv"
22,2021-11-26 23:25:48+00:00,1464374861858590721,"//why does covid have to keep making everything shit

//the road keeps getting longer and longer.....",// covid keep making everything shit // road keeps getting longer longer.....
23,2021-11-26 23:25:49+00:00,1464374864559718400,"@battamsrick they basically renamed inflenza to covid in 2020, by using rigged, non-diagnostic pcr testing. while t… https://t.co/7yeqvwhykt","@battamsrick basically renamed inflenza covid 2020, using rigged, non-diagnostic pcr testing. … https://.co/7yeqvwhykt"
24,2021-11-26 23:25:50+00:00,1464374869932584961,"on the bright side, the johnson &amp; johnson vaccine has less than 1/4 of the deaths of pfizer or moderna. not great,… https://t.co/19wvqw9kqe"," bright side, johnson &amp; johnson vaccine less 1/4 deaths pfizer moderna. great,… https://.co/19wvqw9kqe"
25,2021-11-26 23:25:50+00:00,1464374872071495685,enough talk of “covid” how about a “cool vid” (vintage lars) https://t.co/omcziyhaqf,enough talk “covid” “cool vid” (vintage lars) https://.co/omcziyhaqf
26,2021-11-26 23:25:51+00:00,1464374875209052161,ceo of pfizer does the weirdest thing you’ve ever seen https://t.co/ozfikknko1,ceo pfizer weirdest thing ’ ever seen https://.co/ozfikknko1
27,2021-11-26 23:25:53+00:00,1464374881177550853,"@breaking911 well that's kind of funny. africa is 6% vaccinated, and has barely any covid.
now they want us to beli… https://t.co/h7sixpmlwd","@breaking911 well ' kind funny. africa 6% vaccinated, barely covid. want us beli… https://.co/h7sixpmlwd"
28,2021-11-26 23:25:54+00:00,1464374886294507520,@eveningstandard oh well. that’ll teach them for traveling to a country with such low vaccination rates.,@eveningstandard oh well. ’ teach traveling country low vaccination rates.
29,2021-11-26 23:25:55+00:00,1464374891248070666,"@wsj @wsjopinion trump purposely allowed covid to run rampant, killing 100s of thousands of americans, u know that… https://t.co/sejbxdzyq4","@wsj @wsjopinion trump purposely allowed covid run rampant, killing 100s thousands americans, u know … https://.co/sejbxdzyq4"
30,2021-11-26 23:25:56+00:00,1464374895295533056,@lttlredcorvette get my moderna booster tomorrow...let you know how it goes....,@lttlredcorvette get moderna booster tomorrow...let know goes....
31,2021-11-26 23:25:58+00:00,1464374904460095502,can we just use this soma logo for site omicron for the new covid variant? https://t.co/tuot8xqhg2, use soma logo site omicron new covid variant? https://.co/tuot8xqhg2
32,2021-11-26 23:26:00+00:00,1464374910957010945,thanksgiving strangers spend 6th turkey day together after ‘grandma’s’ husband died of covid – and there’s a plus o… https://t.co/asru2oic5q,thanksgiving strangers spend 6th turkey day together ‘grandma’’ husband died covid – ’ plus … https://.co/asru2oic5q
0,2021-11-27 00:18:59+00:00,1464388245442203653,"@behindtheman80 they are testing for covid in deer now here
not sure if concerned over consumption, or overpopulation spreading or what","@behindtheman80 testing covid deer sure concerned consumption, overpopulation spreading "
1,2021-11-27 00:18:59+00:00,1464388246821949445,@balligerent18 @daves_profile @stemac81 @jordanbpeterson why? the actual data on vaccination are stronger scientifi… https://t.co/izh1bqdoum,@balligerent18 @daves_profile @stemac81 @jordanbpeterson ? actual data vaccination stronger scientifi… https://.co/izh1bqdoum
2,2021-11-27 00:19:01+00:00,1464388254359162883,"i really hope i survive my 30s and  covid isn't around in 3 and a half years, as i will be then 40 and will be in a… https://t.co/cdsjddl2z9"," really hope survive 30s covid ' around 3 half years, 40 … https://.co/cdsjddl2z9"
3,2021-11-27 00:19:02+00:00,1464388257467314179,"if covid is sooooooo deadly, we would not let thousand cross our southern boarder, when will people’s common sense… https://t.co/noir11j0zc"," covid sooooooo deadly, would let thousand cross southern boarder, people’ common sense… https://.co/noir11j0zc"
4,2021-11-27 00:19:03+00:00,1464388264379486209,"@corkybruce @vineland_ca @jccfcanada you're double, probably triple vaxxed.. ready to agree to the daily covid prev… https://t.co/bblxt9ejzh","@corkybruce @vineland_ca @jccfcanada ' double, probably triple vaxxed.. ready agree daily covid prev… https://.co/bblxt9ejzh"
